"Record.Start.Time","Record.End.Time","Date.of.Transaction","Batch_Number","Select.Account.Type","Select.Category","Select.Category.1","Select.Category.2","Select.Category.3","Description","Quantity","Unit.Price..UGX.","Amount_UGX","Amount.Calculated..UGX.","Comment","Please.take.photo.of.any.receipt.or.proof.of.payment","Please.take.photo.of.any.receipt.or.proof.of.payment_URL","X_id","X_uuid","X_submission_time","X_validation_status","X_notes","X_status","X_submitted_by","X__version__","X_tags","X_index"
"2025-02-10","2025-02-10","2025-02-10","Batch 6","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Wood hasks",5,5000,25000,25000,"Withdrawn money ","1739207868118.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F668ec5a7-9b4f-4301-9378-3155f186aa14%2F1739207868118.jpg",439153307,"668ec5a7-9b4f-4301-9378-3155f186aa14","2025-02-10",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,18
"2025-02-12","2025-02-12","2025-02-11","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",50,4300,215000,215000,"Withdrawn money ","1739338258009.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb43d4726-3ed6-4828-bca7-15751a5d24af%2F1739338258009.jpg",439725420,"b43d4726-3ed6-4828-bca7-15751a5d24af","2025-02-12",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,19
"2025-02-12","2025-02-12","2025-02-11","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",120,1200,144000,144000,"Withdrawn money ","1739338368692.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F8925c11d-568b-406e-a23a-81ab11d78615%2F1739338368692.jpg",439725802,"8925c11d-568b-406e-a23a-81ab11d78615","2025-02-12",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,20
"2025-02-12","2025-02-12","2025-02-11","Batch 6","Cost of Goods Sold (COGS)","","","Feed Costs","","Starter crumble ",50,2900,145000,145000,"Withdrawn money ","1739338717246.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F3b69d767-45c6-4860-ae35-425787de4a11%2F1739338717246.jpg",439727015,"3b69d767-45c6-4860-ae35-425787de4a11","2025-02-12",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,22
"2025-02-12","2025-02-12","2025-02-11","Batch 4","Operating Expenditure (OPEX)","","Transportation Costs","","","From the farm to kiwenda, busiika and back to the farm ",10000,10000,10000,100000000,"Withdrawn money ","1739338988330.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F073ee8ae-015b-4ed1-94f7-2e5a733ebcce%2F1739338988330.jpg",439727964,"073ee8ae-015b-4ed1-94f7-2e5a733ebcce","2025-02-12",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,23
"2025-02-12","2025-02-12","2025-02-11","Batch 6","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Wood shavings ",5,5000,25000,25000,"Withdrawn money ","1739339216325.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F5fb8de92-04fc-43d2-abd2-ca8f3299d9e4%2F1739339216325.jpg",439729018,"5fb8de92-04fc-43d2-abd2-ca8f3299d9e4","2025-02-12",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,24
"2025-02-12","2025-02-12","2025-02-11","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport for the wood shavings ",10000,10000,10000,100000000,"Withdrawn money ","1739339455303.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fee72bda5-f2dd-4c7e-ba4d-324ddb7b348b%2F1739339455303.jpg",439729793,"ee72bda5-f2dd-4c7e-ba4d-324ddb7b348b","2025-02-12",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,25
"2025-02-13","2025-02-13","2025-02-13","Batch 5","Cost of Goods Sold (COGS)","","","Feed Costs","","Starter Crumble for Batch 5",100,2800,280000,280000,"Bought from UGA chick ","1739440699124.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9b40351e-d7ff-4a62-b003-cc0e41bc20bd%2F1739440699124.jpg",440291261,"9b40351e-d7ff-4a62-b003-cc0e41bc20bd","2025-02-13",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,26
"2025-02-13","2025-02-13","2025-02-13","Batch 6","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix starter crumble ",100,2940,147000,294000,"Withdrawn money ","1739456689004.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F104a95fa-4e14-42cc-a736-9ce03474dc28%2F1739456689004.jpg",440433733,"104a95fa-4e14-42cc-a736-9ce03474dc28","2025-02-13",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,27
"2025-02-13","2025-02-13","2025-02-13","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport from the farm to busiika and back to the farm ",4000,4000,4000,16000000,"Withdrawn money ","1739457162521.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe3cf0788-0b0b-42fb-8f91-c701e9120451%2F1739457162521.jpg",440437837,"e3cf0788-0b0b-42fb-8f91-c701e9120451","2025-02-13",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,28
"2025-02-13","2025-02-13","2025-02-13","Batch 6","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Charcoal ",1,75000,75000,75000,"Withdrawn money ","1739457827519.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0280cb03-831a-4f04-bacd-64279e1b9b91%2F1739457827519.jpg",440443827,"0280cb03-831a-4f04-bacd-64279e1b9b91","2025-02-13",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,29
"2025-02-13","2025-02-13","2025-02-13","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Transportation of charcoal ",2000,2000,2000,4000000,"Withdrawn money ","1739458084213.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fcb3f4561-4fe4-4fc2-a65f-4f2ebc962999%2F1739458084213.jpg",440445439,"cb3f4561-4fe4-4fc2-a65f-4f2ebc962999","2025-02-13",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,30
"2025-02-17","2025-02-17","2025-02-17","Batch 4","Cost of Goods Sold (COGS)","","","Veterinary Supplies","","Newcastle ib ",500,24,12000,12000,"Balance from the withdrawn money and the one that was added ","1739785424962.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F98d3b52e-96de-4f9c-ac3e-bbcb73d00a39%2F1739785424962.jpg",441660077,"98d3b52e-96de-4f9c-ac3e-bbcb73d00a39","2025-02-17",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,32
"2025-02-17","2025-02-17","2025-02-17","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",120,1300,156000,156000,"Balance from the withdrawn money and the one that was added ","1739785591322.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F68b55c0b-e493-4fc6-bb41-c943c54f105d%2F1739785591322.jpg",441661074,"68b55c0b-e493-4fc6-bb41-c943c54f105d","2025-02-17",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,33
"2025-02-17","2025-02-17","2025-02-17","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",50,4300,215000,215000,"Balance from the withdrawn money and the one that was added ","1739785784137.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa571c687-269f-4b11-9a9b-efb17327e81f%2F1739785784137.jpg",441662635,"a571c687-269f-4b11-9a9b-efb17327e81f","2025-02-17",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,34
"2025-02-17","2025-02-17","2025-02-17","Batch 4","Operating Expenditure (OPEX)","","Transportation Costs","","","From the farm to kiwenda and to busiika and then back to the farm ",1,8000,8000,8000,"Balance from the withdrawn money and the one that was added ","1739786029005.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2864b736-b169-43c5-be4e-308330df3fbf%2F1739786029005.jpg",441664221,"2864b736-b169-43c5-be4e-308330df3fbf","2025-02-17",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,35
"2025-02-18","2025-02-18","2025-02-18","Batch 5","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Charcoal ",1,75000,75000,75000,"Money sent on mobile ","1739892356647.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F965050c2-a011-46f7-90ca-de2faf0ea9a4%2F1739892356647.jpg",442353783,"965050c2-a011-46f7-90ca-de2faf0ea9a4","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,36
"2025-02-18","2025-02-18","2025-02-18","Batch 5","Operating Expenditure (OPEX)","","Transportation Costs","","","Charcoal ",1,2000,2000,2000,"Money sent on mobile ","1739892492628.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb89ea4b8-856c-4830-a778-b7714750fdcb%2F1739892492628.jpg",442354877,"b89ea4b8-856c-4830-a778-b7714750fdcb","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,37
"2025-02-18","2025-02-18","2025-02-18","Batch 6","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Charcoal ",1,75000,75000,75000,"Money sent on mobile ","1739892573151.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F06d2d8ce-b7f6-47bb-8a20-4dc22326c412%2F1739892573151.jpg",442355576,"06d2d8ce-b7f6-47bb-8a20-4dc22326c412","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,38
"2025-02-18","2025-02-18","2025-02-18","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Charcoal ",1,2000,2000,2000,"Money sent on mobile ","1739892674969.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F8ba087a5-c7eb-4d58-b05d-30805abf37bd%2F1739892674969.jpg",442356299,"8ba087a5-c7eb-4d58-b05d-30805abf37bd","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,39
"2025-02-18","2025-02-18","2025-02-18","Batch 6","Cost of Goods Sold (COGS)","","","Veterinary Supplies","","Newcastle ib ",500,24,12000,12000,"Balance of the withdrawn money and the one that was added ","1739893816900.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa4dc599d-c6ed-403a-a1a1-da6fa0a03cef%2F1739893816900.jpg",442364464,"a4dc599d-c6ed-403a-a1a1-da6fa0a03cef","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,40
"2025-02-18","2025-02-18","2025-02-18","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","From kiziri to busiika and back to the farm ",1,4000,4000,4000,"Balance of the withdrawn money and the one that was added ","1739893955798.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb2d8cdd4-dcd1-498c-9224-6e88b4819126%2F1739893955798.jpg",442365455,"b2d8cdd4-dcd1-498c-9224-6e88b4819126","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,41
"2025-02-18","2025-02-18","2025-02-18","Batch 5","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Match boxes ",10,1000,1000,10000,"Balance from the charcoal ","1739899465623.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc599fd5b-a63c-4386-8d9d-f3f20e3b3336%2F1739899465623.jpg",442402143,"c599fd5b-a63c-4386-8d9d-f3f20e3b3336","2025-02-18",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,42
"2025-02-23","2025-02-23","2025-02-23","Batch 5","Cost of Goods Sold (COGS)","","","Veterinary Supplies","","Doxin",1,24000,24000,24000,"Money received on mobile ","1740325145275.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbbaafe3b-4dc4-422c-b477-78117dc3130c%2F1740325145275.jpg",444369587,"bbaafe3b-4dc4-422c-b477-78117dc3130c","2025-02-23",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,71
"2025-02-23","2025-02-23","2025-02-23","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport to kiwenda and back to the farm ",1,4000,4000,4000,"Money received on mobile ","1740325908647.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe6cc6486-2ba8-4dd5-a304-99793694facf%2F1740325908647.jpg",444373193,"e6cc6486-2ba8-4dd5-a304-99793694facf","2025-02-23",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,75
"2025-02-24","2025-02-24","2025-02-24","Batch 6","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",50,4300,215000,215000,"Money received on mobile ","1740414211910.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc0c38da3-3bcd-4608-aede-0c96d7c62048%2F1740414211910.jpg",444820874,"c0c38da3-3bcd-4608-aede-0c96d7c62048","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,78
"2025-02-24","2025-02-24","2025-02-24","Batch 6","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",120,1300,156000,156000,"Money received on mobile ","1740414332490.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F551b5c2d-3e23-44b4-b722-9e85e51ecbee%2F1740414332490.jpg",444821901,"551b5c2d-3e23-44b4-b722-9e85e51ecbee","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,79
"2025-02-24","2025-02-24","2025-02-24","Batch 7","Cost of Goods Sold (COGS)","","","Chicks Purchased","","Purchase of day old chicks ",350,3200,1120000,1120000,"Money received on mobile ","1740414636997.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2eb3848b-9ca1-4a92-b261-e3c80eed1f4b%2F1740414636997.jpg",444824027,"2eb3848b-9ca1-4a92-b261-e3c80eed1f4b","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,80
"2025-02-24","2025-02-24","2025-02-24","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport from the farm to kiwenda and to busiika then back to the farm ",1,8000,8000,8000,"Money received on mobile ","1740414869240.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F54119b76-c882-424d-8802-23c51e28f63c%2F1740414869240.jpg",444825572,"54119b76-c882-424d-8802-23c51e28f63c","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,81
"2025-02-24","2025-02-24","2025-02-24","Batch 4","Cost of Goods Sold (COGS)","","","Veterinary Supplies","","Gombolo vaccine ",1000,15,15000,15000,"Money received on mobile ","1740415049589.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc9884907-5b05-4cef-a68a-364f09209568%2F1740415049589.jpg",444826907,"c9884907-5b05-4cef-a68a-364f09209568","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,82
"2025-02-24","2025-02-24","2025-02-24","Batch 6","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Dry cells for the weighing scale ",2,250,500,500,"Money received on mobile ","1740415557490.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F62dcbde1-0daf-4b94-9a63-3db893d328c8%2F1740415557490.jpg",444830372,"62dcbde1-0daf-4b94-9a63-3db893d328c8","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,83
"2025-02-24","2025-02-24","2025-02-21","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport from the farm to busiika and back to the farm ",1,4000,4000,4000,"Money received on mobile ","1740417382896.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F67914fdb-46b0-47bd-bbf3-dc79f07f3b95%2F1740417382896.jpg",444843377,"67914fdb-46b0-47bd-bbf3-dc79f07f3b95","2025-02-24",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,84
"2025-02-25","2025-02-25","2025-02-25","Batch 6","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Omo detergent ",10,500,5000,5000,"Balance from the door job","1740495028589.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F5787cfa3-523b-4844-8fcb-fb46fec9dc5d%2F1740495028589.jpg",445386984,"5787cfa3-523b-4844-8fcb-fb46fec9dc5d","2025-02-25",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,85
"2025-02-26","2025-02-26","2025-02-26","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",140,1300,182000,182000,"Money received on mobile ","1740554309453.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fcf78d8ed-4e74-4b94-b3c4-0ad826eee37c%2F1740554309453.jpg",445632467,"cf78d8ed-4e74-4b94-b3c4-0ad826eee37c","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,86
"2025-02-26","2025-02-26","2025-02-26","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",50,4300,215000,215000,"Money received on mobile ","1740555965431.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F50eb2c77-fcc5-42c5-9670-a4c438e312f9%2F1740555965431.jpg",445633252,"50eb2c77-fcc5-42c5-9670-a4c438e312f9","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,87
"2025-02-26","2025-02-26","2025-02-26","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Broiler grower ",50,2800,140000,140000,"Money received on mobile ","1740556155250.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbec52d4f-c247-41eb-b1b2-468c7599b38c%2F1740556155250.jpg",445634379,"bec52d4f-c247-41eb-b1b2-468c7599b38c","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,88
"2025-02-26","2025-02-26","2025-02-26","Batch 5","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",120,1300,156000,156000,"Money received on mobile ","1740556288160.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F1a80e4a4-9812-4321-be35-10564b3052cf%2F1740556288160.jpg",445635166,"1a80e4a4-9812-4321-be35-10564b3052cf","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,89
